Mod:Item:MetaData, Localized Name
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Electrical Polishing Kit
conarm:polishing_kit:0, Energetic Polishing Kit
conarm:polishing_kit:0, Vibrant Polishing Kit
conarm:polishing_kit:0, Red Polishing Kit
conarm:polishing_kit:0, Conductive Polishing Kit
conarm:polishing_kit:0, Pulsating Polishing Kit
conarm:polishing_kit:0, Dark Polishing Kit
conarm:polishing_kit:0, Souled Polishing Kit
conarm:polishing_kit:0, Polishing Kit of the End
conarm:polishing_kit:0, Fake-Iron Polishing Kit
conarm:polishing_kit:0, Palladium Polishing Kit
conarm:polishing_kit:0, Titanium Polishing Kit
conarm:polishing_kit:0, Vibranium Polishing Kit
conarm:polishing_kit:0, Osmium Polishing Kit
conarm:polishing_kit:0, Iridium Polishing Kit
conarm:polishing_kit:0, Dwarf Star Alloy Polishing Kit
conarm:polishing_kit:0, Gold-Titanium-Alloy Polishing Kit
conarm:polishing_kit:0, Intertium Polishing Kit
conarm:polishing_kit:0, Adamantium Polishing Kit
conarm:polishing_kit:0, Uru Polishing Kit
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:polishing_kit:0, Magical Wooden Polishing Kit
conarm:polishing_kit:0, Evil Infused Polishing Kit
conarm:polishing_kit:0, Enchanted Polishing Kit
conarm:polishing_kit:0, Demonic Polishing Kit
conarm:polishing_kit:0, Prosperity Shard Polishing Kit
conarm:polishing_kit:0, Soulium Polishing Kit
conarm:polishing_kit:0, Base Essence Polishing Kit
conarm:polishing_kit:0, Inferium Polishing Kit
conarm:polishing_kit:0, Prudentium Polishing Kit
conarm:polishing_kit:0, Intermedium Polishing Kit
conarm:polishing_kit:0, Superium Polishing Kit
conarm:polishing_kit:0, Supremium Polishing Kit
conarm:polishing_kit:0, Plastic Polishing Kit
conarm:polishing_kit:0, Pink Slime Polishing Kit
conarm:polishing_kit:0, Reinforced Pink Slime Polishing Kit
conarm:polishing_kit:0, Electricium Polishing Kit
conarm:polishing_kit:0, Skyfather Polishing Kit
conarm:polishing_kit:0, Mystic Polishing Kit
conarm:polishing_kit:0, Enderium Polishing Kit
conarm:polishing_kit:0, Platinum Polishing Kit
conarm:polishing_kit:0, Mithril Polishing Kit
conarm:polishing_kit:0, Signalum Polishing Kit
conarm:polishing_kit:0, Lumium Polishing Kit
conarm:polishing_kit:0, Constantan Polishing Kit
conarm:polishing_kit:0, Invar Polishing Kit
conarm:polishing_kit:0, Tin Polishing Kit
conarm:polishing_kit:0, Brass Polishing Kit
conarm:polishing_kit:0, Aluminum Polishing Kit
conarm:polishing_kit:0, Zinc Polishing Kit
conarm:polishing_kit:0, Refined Obsidian Polishing Kit
conarm:polishing_kit:0, Refined Glowstone Polishing Kit
conarm:polishing_kit:0, Manasteel Polishing Kit
conarm:polishing_kit:0, Terrasteel Polishing Kit
conarm:polishing_kit:0, Elementium Polishing Kit
conarm:polishing_kit:0, Gaia Spirit Polishing Kit
conarm:polishing_kit:0, Yellorium Polishing Kit
conarm:polishing_kit:0, Cyanite Polishing Kit
conarm:polishing_kit:0, Blutonium Polishing Kit
conarm:polishing_kit:0, Ludicrite Polishing Kit
conarm:polishing_kit:0, Quartz Enriched Iron Polishing Kit
conarm:polishing_kit:0, Draconium Polishing Kit
conarm:polishing_kit:0, Wyvern Draconium Polishing Kit
conarm:polishing_kit:0, Awakened Draconium Polishing Kit
conarm:polishing_kit:0, Chaotic Draconium Polishing Kit
conarm:polishing_kit:0, Psimetal Polishing Kit
conarm:polishing_kit:0, Psigem Polishing Kit
conarm:polishing_kit:0, Ivory Psimetal Polishing Kit
conarm:polishing_kit:0, Ebony Psimetal Polishing Kit
conarm:polishing_kit:0, Dark Matter Polishing Kit
conarm:polishing_kit:0, Red Matter Polishing Kit
conarm:polishing_kit:0, Fluxed Electrum Polishing Kit
conarm:polishing_kit:0, Refined Iron Polishing Kit
conarm:polishing_kit:0, Tungsten Polishing Kit
conarm:polishing_kit:0, Chrome Polishing Kit
conarm:polishing_kit:0, Advanced Alloy Polishing Kit
conarm:polishing_kit:0, Ruby Polishing Kit
conarm:polishing_kit:0, Sapphire Polishing Kit
conarm:polishing_kit:0, Peridot Polishing Kit
conarm:polishing_kit:0, Yellow Garnet Polishing Kit
conarm:polishing_kit:0, Red Garnet Polishing Kit
conarm:polishing_kit:0, Rubber Polishing Kit
conarm:polishing_kit:0, Certus Quartz Polishing Kit
conarm:polishing_kit:0, Fluix Crystal Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
atum:palm_stick, Palm Stick
atum:deadwood_stick, Deadwood Stick
atum:dusty_bone_stick, Dusty Bone Stick
atum:khnumite, Khnumite
atum:coin_dirty, Dirty Coin
atum:coin_gold, Gold Coin
atum:loot_dirty_idol, Dirty Idol
atum:loot_silver_idol, Silver Idol
atum:loot_gold_idol, Golden Idol
atum:loot_sapphire_idol, Sapphire Idol
atum:loot_ruby_idol, Ruby Idol
atum:loot_emerald_idol, Emerald Idol
atum:loot_diamond_idol, Diamond Idol
atum:loot_dirty_necklace, Dirty Necklace
atum:loot_silver_necklace, Silver Necklace
atum:loot_gold_necklace, Gold Necklace
atum:loot_sapphire_necklace, Sapphire Necklace
atum:loot_ruby_necklace, Ruby Necklace
atum:loot_emerald_necklace, Emerald Necklace
atum:loot_diamond_necklace, Diamond Necklace
atum:loot_dirty_ring, Dirty Ring
atum:loot_silver_ring, Silver Ring
atum:loot_gold_ring, Gold Ring
atum:loot_sapphire_ring, Sapphire Ring
atum:loot_ruby_ring, Ruby Ring
atum:loot_emerald_ring, Emerald Ring
atum:loot_diamond_ring, Diamond Ring
atum:loot_dirty_broach, Dirty Brooch
atum:loot_silver_broach, Silver Brooch
atum:loot_gold_broach, Golden Brooch
atum:loot_sapphire_broach, Sapphire Brooch
atum:loot_ruby_broach, Ruby Brooch
atum:loot_emerald_broach, Emerald Brooch
atum:loot_diamond_broach, Diamond Brooch
atum:loot_dirty_scepter, Dirty Scepter
atum:loot_silver_scepter, Silver Scepter
atum:loot_gold_scepter, Golden Scepter
atum:loot_sapphire_scepter, Sapphire Scepter
atum:loot_ruby_scepter, Ruby Scepter
atum:loot_emerald_scepter, Emerald Scepter
atum:loot_diamond_scepter, Diamond Scepter
atum:efreet_heart, Efreet Heart
atum:scarab, Scarab
atum:idol_of_labor, Idol of Labor
atum:heart_of_ra, Heart of Ra
atum:short_bow, Shortbow
atum:limestone_shovel, Limestone Shovel
atum:limestone_pickaxe, Limestone Pickaxe
atum:limestone_axe, Limestone Axe
atum:limestone_sword, Limestone Sword
atum:limestone_hoe, Limestone Hoe
atum:iron_dagger, Iron Dagger
atum:dagger_poison, Poison Dagger
atum:iron_scimitar, Iron Scimitar
atum:iron_greatsword, Iron Greatsword
atum:iron_club, Iron Club
atum:iron_khopesh, Iron Khopesh
atum:stoneguard_sword, Stoneguard Sword
atum:stoneguard_greatsword, Stoneguard Greatsword
atum:stoneguard_club, Stoneguard Club
atum:stoneguard_khopesh, Stoneguard Khopesh
atum:stoneguard_shield, Stoneguard Shield
atum:brigand_shield, Brigand Shield
atum:scepter_anput, Anput's Scepter
atum:scepter_anubis, Anubis's Scepter
atum:scepter_atum, Atum's Scepter
atum:scepter_geb, Geb's Scepter
atum:scepter_horus, Horus's Scepter
atum:scepter_isis, Isis's Scepter
atum:scepter_montu, Montu's Scepter
atum:scepter_nuit, Nuit's Scepter
atum:scepter_ptah, Ptah's Scepter
atum:scepter_ra, Ra's Scepter
atum:scepter_seth, Seth's Scepter
atum:scepter_shu, Shu's Scepter
atum:scepter_tefnut, Tefnut's Scepter
atum:eyes_of_atum, Eyes of Atum
atum:body_of_atum, Body of Atum
atum:legs_of_atum, Legs of Atum
atum:feet_of_atum, Feet of Atum
atum:atums_will, Atum's Will
atum:atums_protection, Atum's Protection
atum:atums_bounty, Atum's Bounty
atum:atums_homecoming, Atums's Homecoming
atum:halo_of_ra, Halo of Ra
atum:body_of_ra, Body of Ra
atum:legs_of_ra, Legs of Ra
atum:feet_of_ra, Feet of Ra
atum:ras_fury, Ra's Fury
atum:ptahs_decadence, Ptah's Decadence
atum:ptahs_undoing, Ptah's Undoing
atum:gebs_toil, Geb's Toil
atum:gebs_grounding, Geb's Grounding
atum:gebs_might, Geb's Might
atum:tefnuts_rain, Tefnuts's Rain
atum:tefnuts_call, Tefnuts's Call
atum:tefnuts_blessing, Tefnut's Blessing
atum:shus_breath, Shu's Breath
atum:shus_exile, Shu's Exile
atum:shus_swiftness, Shu's Swiftness
atum:horuss_soaring, Horus's Soaring
atum:horuss_ascension, Horus's Ascension
atum:seths_sting, Seth's Sting
atum:seths_venom, Seth's Venom
atum:isis_healing, Isis's Healing
atum:montus_blast, Montu's Blast
atum:montus_strike, Montu's Strike
atum:anubiss_mercy, Anubis's Mercy
atum:anubiss_wrath, Anubis's Wrath
atum:nuits_vanishing, Nuit's Vanishing
atum:nuits_duality, Nuit's Duality
atum:nuits_ire, Nuit's Ire
atum:nuits_quarter, Nuit's Quarter
atum:anputs_hunger, Anput's Hunger
atum:mummy_helmet, Mummy Helmet
atum:mummy_chest, Mummy Chestplate
atum:mummy_legs, Mummy Leggings
atum:mummy_boots, Mummy Boots
atum:wanderer_helmet, Wanderer Helmet
atum:wanderer_chest, Wanderer Chestplate
atum:wanderer_legs, Wanderer Leggings
atum:wanderer_boots, Wanderer Boots
atum:desert_helmet_iron, Desert Helmet (Iron)
atum:desert_chest_iron, Desert Chestplate (Iron)
atum:desert_legs_iron, Desert Leggings (Iron)
atum:desert_boots_iron, Desert Boots (Iron)
atum:desert_helmet_gold, Desert Helmet (Gold)
atum:desert_chest_gold, Desert Chestplate (Gold)
atum:desert_legs_gold, Desert Leggings (Gold)
atum:desert_boots_gold, Desert Boots (Gold)
atum:desert_helmet_diamond, Desert Helmet (Diamond)
atum:desert_chest_diamond, Desert Chestplate (Diamond)
atum:desert_legs_diamond, Desert Leggings (Diamond)
atum:desert_boots_diamond, Desert Boots (Diamond)
atum:papyrus_plant, Papyrus
atum:desert_wolf_iron_armor, Iron Desert Wolf Armor
atum:desert_wolf_gold_armor, Gold Desert Wolf Armor
atum:desert_wolf_diamond_armor, Diamond Desert Wolf Armor
atum:camel_iron_armor, Iron Camel Armor
atum:camel_gold_armor, Gold Camel Armor
atum:camel_diamond_armor, Diamond Camel Armor
atum:graverobbers_map:0, Graverobber's Map
atum:disenchanting_scroll, Disenchanting Scroll
atum:scroll, Scroll
atum:cloth_scrap, Cloth Scrap
atum:linen_bandage, Linen Bandage
atum:linen_thread, Linen Thread
atum:linen_cloth, Bolt of Linen Cloth
atum:dye_black, Black Dye
atum:dye_brown, Brown Dye
atum:flax_seeds, Flax Seeds
atum:flax, Flax
atum:ophidian_tongue_flower, Ophidian Tongue
atum:emmer_seeds, Emmer Seeds
atum:emmer, Emmer
atum:emmer_flour, Emmer Flour
atum:emmer_dough, Emmer Dough
atum:emmer_bread, Emmer Bread
atum:camel_raw, Raw Camel
atum:camel_cooked, Cooked Camel
atum:date, Date
atum:glistering_date, Glistering Date
atum:golden_date, Golden Date
atum:golden_date_enchanted, Enchanted Golden Date
atum:ectoplasm, Ectoplasm
atum:mandibles, Tarantula Mandibles
atum:dusty_bone, Dusty Bone
atum:wolf_pelt, Wolf Pelt
atum:fertile_soil_pile, Pile of Fertile Soil
atum:anputs_fingers_spores, Anput's Fingers Spores
atum:fish_forsaken, Forsaken Fish
atum:fish_mummified, Mummified Fish
atum:fish_jeweled, Jeweled Fish
atum:fish_skeletal, Skeletal Fish
atum:crunchy_scarab, Crunchy Scarab
atum:crunchy_golden_scarab, Crunchy Golden Scarab
quark:sandy_bricks, tile.sandy_bricks.name
quark:snow_bricks, tile.snow_bricks.name
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
akashictome:tome, item.tome.name
bibliocraft:bookcase:0, Oak Bookcase
bibliocraft:bookcase:1, Spruce Bookcase
bibliocraft:bookcase:2, Birch Bookcase
bibliocraft:bookcase:3, Jungle Bookcase
bibliocraft:bookcase:4, Acacia Bookcase
bibliocraft:bookcase:5, Dark Oak Bookcase
bibliocraft:bookcase:6, Framed Bookcase
bibliocraft:bookcasecreative:0, Oak Creative Bookcase
bibliocraft:bookcasecreative:1, Spruce Creative Bookcase
bibliocraft:bookcasecreative:2, Birch Creative Bookcase
bibliocraft:bookcasecreative:3, Jungle Creative Bookcase
bibliocraft:bookcasecreative:4, Acacia Creative Bookcase
bibliocraft:bookcasecreative:5, Dark Oak Creative Bookcase
bibliocraft:bookcasecreative:6, Framed Creative Bookcase
bibliocraft:shelf:0, Oak Shelf
bibliocraft:shelf:1, Spruce Shelf
bibliocraft:shelf:2, Birch Shelf
bibliocraft:shelf:3, Jungle Shelf
bibliocraft:shelf:4, Acacia Shelf
bibliocraft:shelf:5, Dark Oak Shelf
bibliocraft:shelf:6, Framed Shelf
bibliocraft:markerpole, tile.BiblioCraft:MarkerPole.name
bibliocraft:clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:lanterngold:0, Fancy Lantern
bibliocraft:lanterngold:1, Fancy Lantern
bibliocraft:lanterngold:2, Fancy Lantern
bibliocraft:lanterngold:3, Fancy Lantern
bibliocraft:lanterngold:4, Fancy Lantern
bibliocraft:lanterngold:5, Fancy Lantern
bibliocraft:lanterngold:6, Fancy Lantern
bibliocraft:lanterngold:7, Fancy Lantern
bibliocraft:lanterngold:8, Fancy Lantern
bibliocraft:lanterngold:9, Fancy Lantern
bibliocraft:lanterngold:10, Fancy Lantern
bibliocraft:lanterngold:11, Fancy Lantern
bibliocraft:lanterngold:12, Fancy Lantern
bibliocraft:lanterngold:13, Fancy Lantern
bibliocraft:lanterngold:14, Fancy Lantern
bibliocraft:lanterngold:15, Fancy Lantern
bibliocraft:lanterniron:0, Fancy Lantern
bibliocraft:lanterniron:1, Fancy Lantern
bibliocraft:lanterniron:2, Fancy Lantern
bibliocraft:lanterniron:3, Fancy Lantern
bibliocraft:lanterniron:4, Fancy Lantern
bibliocraft:lanterniron:5, Fancy Lantern
bibliocraft:lanterniron:6, Fancy Lantern
bibliocraft:lanterniron:7, Fancy Lantern
bibliocraft:lanterniron:8, Fancy Lantern
bibliocraft:lanterniron:9, Fancy Lantern
bibliocraft:lanterniron:10, Fancy Lantern
bibliocraft:lanterniron:11, Fancy Lantern
bibliocraft:lanterniron:12, Fancy Lantern
bibliocraft:lanterniron:13, Fancy Lantern
bibliocraft:lanterniron:14, Fancy Lantern
bibliocraft:lanterniron:15, Fancy Lantern
bibliocraft:lampgold:0, Fancy Lamp
bibliocraft:lampgold:1, Fancy Lamp
bibliocraft:lampgold:2, Fancy Lamp
bibliocraft:lampgold:3, Fancy Lamp
bibliocraft:lampgold:4, Fancy Lamp
bibliocraft:lampgold:5, Fancy Lamp
bibliocraft:lampgold:6, Fancy Lamp
bibliocraft:lampgold:7, Fancy Lamp
bibliocraft:lampgold:8, Fancy Lamp
bibliocraft:lampgold:9, Fancy Lamp
bibliocraft:lampgold:10, Fancy Lamp
bibliocraft:lampgold:11, Fancy Lamp
bibliocraft:lampgold:12, Fancy Lamp
bibliocraft:lampgold:13, Fancy Lamp
bibliocraft:lampgold:14, Fancy Lamp
bibliocraft:lampgold:15, Fancy Lamp
bibliocraft:lampiron:0, Fancy Lamp
bibliocraft:lampiron:1, Fancy Lamp
bibliocraft:lampiron:2, Fancy Lamp
bibliocraft:lampiron:3, Fancy Lamp
bibliocraft:lampiron:4, Fancy Lamp
bibliocraft:lampiron:5, Fancy Lamp
bibliocraft:lampiron:6, Fancy Lamp
bibliocraft:lampiron:7, Fancy Lamp
bibliocraft:lampiron:8, Fancy Lamp
bibliocraft:lampiron:9, Fancy Lamp
bibliocraft:lampiron:10, Fancy Lamp
bibliocraft:lampiron:11, Fancy Lamp
bibliocraft:lampiron:12, Fancy Lamp
bibliocraft:lampiron:13, Fancy Lamp
bibliocraft:lampiron:14, Fancy Lamp
bibliocraft:lampiron:15, Fancy Lamp
bibliocraft:furniturepaneler:0, Oak Furniture Paneler
bibliocraft:furniturepaneler:1, Spruce Furniture Paneler
bibliocraft:furniturepaneler:2, Birch Furniture Paneler
bibliocraft:furniturepaneler:3, Jungle Furniture Paneler
bibliocraft:furniturepaneler:4, Acacia Furniture Paneler
bibliocraft:furniturepaneler:5, Dark Oak Furniture Paneler
bibliocraft:furniturepaneler:6, Framed Furniture Paneler
bibliocraft:framedchest:0, Oak Framed Chest
bibliocraft:framedchest:1, Spruce Framed Chest
bibliocraft:framedchest:2, Birch Framed Chest
bibliocraft:framedchest:3, Jungle Framed Chest
bibliocraft:framedchest:4, Acacia Framed Chest
bibliocraft:framedchest:5, Dark Oak Framed Chest
bibliocraft:framedchest:6, Framed Framed Chest
bibliocraft:fancysign:0, Oak Fancy Sign
bibliocraft:fancysign:1, Spruce Fancy Sign
bibliocraft:fancysign:2, Birch Fancy Sign
bibliocraft:fancysign:3, Jungle Fancy Sign
bibliocraft:fancysign:4, Acacia Fancy Sign
bibliocraft:fancysign:5, Dark Oak Fancy Sign
bibliocraft:fancysign:6, Framed Fancy Sign
bibliocraft:fancyworkbench:0, Oak Fancy Workbench
bibliocraft:fancyworkbench:1, Spruce Fancy Workbench
bibliocraft:fancyworkbench:2, Birch Fancy Workbench
bibliocraft:fancyworkbench:3, Jungle Fancy Workbench
bibliocraft:fancyworkbench:4, Acacia Fancy Workbench
bibliocraft:fancyworkbench:5, Dark Oak Workbench
bibliocraft:fancyworkbench:6, Framed Fancy Workbench
bibliocraft:potionshelf:0, Oak Potion Shelf
bibliocraft:potionshelf:1, Spruce Potion Shelf
bibliocraft:potionshelf:2, Birch Potion Shelf
bibliocraft:potionshelf:3, Jungle Potion Shelf
bibliocraft:potionshelf:4, Acacia Potion Shelf
bibliocraft:potionshelf:5, Dark Oak Potion Shelf
bibliocraft:potionshelf:6, Framed Potion Shelf
bibliocraft:toolrack:0, Oak Tool Rack
bibliocraft:toolrack:1, Spruce Tool Rack
bibliocraft:toolrack:2, Birch Tool Rack
bibliocraft:toolrack:3, Jungle Tool Rack
bibliocraft:toolrack:4, Acacia Tool Rack
bibliocraft:toolrack:5, Dark Oak Tool Rack
bibliocraft:toolrack:6, Framed Tool Rack
bibliocraft:label:0, Oak Wood Label
bibliocraft:label:1, Spruce Wood Label
bibliocraft:label:2, Birch Wood Label
bibliocraft:label:3, Jungle Wood Label
bibliocraft:label:4, Acacia Label
bibliocraft:label:5, Dark Oak Label
bibliocraft:label:6, Framed Label
bibliocraft:desk:0, Oak Desk
bibliocraft:desk:1, Spruce Desk
bibliocraft:desk:2, Birch Desk
bibliocraft:desk:3, Jungle Desk
bibliocraft:desk:4, Acacia Desk
bibliocraft:desk:5, Dark Oak Desk
bibliocraft:desk:6, Framed Desk
bibliocraft:table:0, Oak Table
bibliocraft:table:1, Spruce Table
bibliocraft:table:2, Birch Table
bibliocraft:table:3, Jungle Table
bibliocraft:table:4, Acacia Table
bibliocraft:table:5, Dark Oak Table
bibliocraft:table:6, Framed Table
bibliocraft:seat:0, Oak Seat
bibliocraft:seat:1, Spruce Seat
bibliocraft:seat:2, Birch Seat
bibliocraft:seat:3, Jungle Seat
bibliocraft:seat:4, Acacia Seat
bibliocraft:seat:5, Dark Oak Seat
bibliocraft:seat:6, Framed Seat
bibliocraft:clock:0, Oak Clock
bibliocraft:clock:1, Spruce Clock
bibliocraft:clock:2, Birch Clock
bibliocraft:clock:3, Jungle Clock
bibliocraft:clock:4, Acacia Clock
bibliocraft:clock:5, Dark Oak Clock
bibliocraft:clock:6, Framed Clock
bibliocraft:case:0, Oak Case
bibliocraft:case:1, Spruce Case
bibliocraft:case:2, Birch Case
bibliocraft:case:3, Jungle Case
bibliocraft:case:4, Acacia Case
bibliocraft:case:5, Dark Oak Case
bibliocraft:case:6, Framed Case
bibliocraft:mapframe:0, Oak Map Frame
bibliocraft:mapframe:1, Spruce Map Frame
bibliocraft:mapframe:2, Birch Map Frame
bibliocraft:mapframe:3, Jungle Map Frame
bibliocraft:mapframe:4, Acacia Map Frame
bibliocraft:mapframe:5, Dark Oak Map Frame
bibliocraft:mapframe:6, Framed Map Frame
bibliocraft:paintingframeflat:0, Oak Painting Frame
bibliocraft:paintingframeflat:1, Spruce Painting Frame
bibliocraft:paintingframeflat:2, Birch Painting Frame
bibliocraft:paintingframeflat:3, Jungle Painting Frame
bibliocraft:paintingframeflat:4, Acacia Painting Frame
bibliocraft:paintingframeflat:5, Dark Oak Painting Frame
bibliocraft:paintingframeflat:6, Framed Painting Frame
bibliocraft:paintingframesimple:0, Oak Painting Frame
bibliocraft:paintingframesimple:1, Spruce Painting Frame
bibliocraft:paintingframesimple:2, Birch Painting Frame
bibliocraft:paintingframesimple:3, Jungle Painting Frame
bibliocraft:paintingframesimple:4, Acacia Painting Frame
bibliocraft:paintingframesimple:5, Dark Oak Painting Frame
bibliocraft:paintingframesimple:6, Framed Painting Frame
bibliocraft:paintingframemiddle:0, Oak Painting Frame
bibliocraft:paintingframemiddle:1, Spruce Painting Frame
bibliocraft:paintingframemiddle:2, Birch Painting Frame
bibliocraft:paintingframemiddle:3, Jungle Painting Frame
bibliocraft:paintingframemiddle:4, Acacia Painting Frame
bibliocraft:paintingframemiddle:5, Dark Oak Painting Frame
bibliocraft:paintingframemiddle:6, Framed Painting Frame
bibliocraft:paintingframefancy:0, Oak Painting Frame
bibliocraft:paintingframefancy:1, Spruce Painting Frame
bibliocraft:paintingframefancy:2, Birch Painting Frame
bibliocraft:paintingframefancy:3, Jungle Painting Frame
bibliocraft:paintingframefancy:4, Acacia Painting Frame
bibliocraft:paintingframefancy:5, Dark Oak Painting Frame
bibliocraft:paintingframefancy:6, Framed Painting Frame
bibliocraft:paintingframeborderless:0, Oak Painting Frame
bibliocraft:paintingframeborderless:1, Spruce Painting Frame
bibliocraft:paintingframeborderless:2, Birch Painting Frame
bibliocraft:paintingframeborderless:3, Jungle Painting Frame
bibliocraft:paintingframeborderless:4, Acacia Painting Frame
bibliocraft:paintingframeborderless:5, Dark Oak Painting Frame
bibliocraft:paintingframeborderless:6, Framed Painting Frame
bibliocraft:paintingpress, Painting Press
bibliocraft:typewriter:0, White Typewriter
bibliocraft:typewriter:1, Light Gray Typewriter
bibliocraft:typewriter:2, Gray Typewriter
bibliocraft:typewriter:3, Black Typewriter
bibliocraft:typewriter:4, Red Typewriter
bibliocraft:typewriter:5, Orange Typewriter
bibliocraft:typewriter:6, Yellow Typewriter
bibliocraft:typewriter:7, Lime Typewriter
bibliocraft:typewriter:8, Green Typewriter
bibliocraft:typewriter:9, Cyan Typewriter
bibliocraft:typewriter:10, Light Blue Typewriter
bibliocraft:typewriter:11, Blue Typewriter
bibliocraft:typewriter:12, Purple Typewriter
bibliocraft:typewriter:13, Magenta Typewriter
bibliocraft:typewriter:14, Pink Typewriter
bibliocraft:typewriter:15, Brown Typewriter
bibliocraft:swordpedestal:0, Sword Pedestal
